,Summary,Precip Type,Temp,el_power,Humidty
27512,3000,1000,123.633333,4890,6856.98
27513,3000,1000,123.75,4770,6721.73
27514,3000,1000,124.505556,4710,6848.32
27515,2000,1000,118.511111,5580,6128.66
27516,3000,1000,120.838889,5400,6676.78
27517,3000,1000,121.9,5220,6782.87
27518,3000,1000,120.144444,5160,6167.42
27519,2000,1000,119.838889,5190,6109.19
27520,3000,1000,118.794444,5190,5787.56
27521,3000,1000,117.883333,5310,5634.32
27522,4000,1000,117.733333,5340,5618.63
27523,3000,1000,117.15,5430,5525.39
27524,2000,1000,117.183333,5340,5444.37
27525,3000,1000,115.555556,5580,5150.13
27526,3000,1000,115.505556,5520,5078.38
27527,3000,1000,116.911111,5490,5508.63
27528,2000,1000,113.494444,5670,4539.8
27529,2000,1000,112.983333,5760,4437.18
27530,2000,1000,114.388889,5490,4687.04
27531,4000,1000,115,5460,4859.4
27532,4000,1000,116.038889,5430,5167.41
27533,4000,1000,116.033333,5430,5165.62
27534,3000,1000,117.677778,5340,5601.03
27535,4000,1000,117.305556,5400,5544.7
27536,4000,1000,116.366667,5550,5389.54
27537,3000,1000,117.472222,5220,5411.5
27538,3000,1000,119.044444,5160,5830.65
27539,3000,1000,120.838889,4770,5897.82
27540,3000,1000,121.205556,4740,5963.85
27541,3000,1000,121.227778,4740,5970.1
27542,4000,1000,120.955556,4770,5930.84
27543,3000,1000,121.088889,4770,5968.58
27544,3000,1000,121.088889,4890,6118.73
27545,3000,1000,119.9,4860,5738.36
27546,3000,1000,117.916667,5280,5612.93
27547,3000,1000,117.85,5310,5623.82
27548,3000,1000,117.822222,5220,5519.9
27549,3000,1000,117.594444,5190,5418.03
27550,3000,1000,117.644444,5400,5653.28
27551,4000,1000,116.505556,5310,5200.24
27552,4000,1000,115.561111,5760,5318.17
27553,3000,1000,115.538889,5940,5476.53
27554,3000,1000,115.544444,5820,5367.81
27555,3000,1000,115.977778,5760,5460.57
27556,3000,1000,116.072222,5430,5178.15
27557,3000,1000,117.144444,5400,5493.08
27558,4000,1000,117.2,5430,5541.5
27559,4000,1000,117.85,5340,5655.59
27560,4000,1000,118.866667,5160,5776.22
27561,4000,1000,120,4890,5802.8
27562,4000,1000,118.955556,5040,5668.47
27563,4000,1000,118.95,5160,5801.73
27564,4000,1000,119.066667,5160,5837.45
27565,4000,1000,120.138889,5010,5986.49
27566,4000,1000,119.994444,5010,5943.55
27567,3000,1000,119.072222,5160,5839.15
27568,3000,1000,118.977778,5040,5675.11
27569,3000,1000,118.861111,5220,5841.66
27570,3000,1000,117.8,5340,5639.75
27571,3000,1000,118.216667,5220,5642.07
27572,4000,1000,117.194444,5580,5692.74
27573,3000,1000,116.533333,5790,5679.86
27574,3000,1000,116.533333,5640,5532.71
27575,3000,1000,115.994444,5790,5494.73
27576,3000,1000,115.494444,5880,5405.7
27577,3000,1000,115.444444,5790,5305.78
27578,3000,1000,114.983333,5790,5147.37
27579,3000,1000,116.95,5460,5491.12
27580,3000,1000,116.994444,5310,5354.27
27581,4000,1000,117.655556,5280,5531.13
27582,4000,1000,118.866667,5070,5675.47
27583,4000,1000,120.072222,4920,5859.48
27584,3000,1000,121.6,4590,5882.54
27585,3000,1000,122.155556,4650,6112.72
27586,2000,1000,122.733333,4440,5988.87
27587,2000,1000,123.661111,4290,6022.7
27588,2000,1000,123.933333,4350,6177.19
27589,3000,1000,124.005556,4260,6067.64
27590,3000,1000,123.166667,4440,6103.03
27591,3000,1000,122.983333,4410,6013.82
27592,3000,1000,122.894444,4560,6194.32
27593,3000,1000,121.333333,5070,6417.49
27594,3000,1000,117.888889,5490,5827.13
27595,3000,1000,116.666667,5760,5696
27596,3000,1000,116.95,5580,5611.81
27597,2000,1000,115.6,5580,5164.85
27598,2000,1000,115.527778,5520,5085.66
27599,2000,1000,114.711111,5730,5001.48
27600,2000,1000,112.916667,5760,4414.4
27601,2000,1000,112.822222,5760,4382.12
27602,2000,1000,112.555556,5850,4358.03
27603,2000,1000,115.005556,5760,5128.3
27604,2000,1000,118.733333,5190,5768.74
27605,2000,1000,120.938889,4620,5739.77
27606,2000,1000,122.105556,4500,5902.18
27607,2000,1000,122.777778,4470,6041.12
27608,2000,1000,123.816667,4350,6147.08
27609,2000,1000,124.95,4350,6439.59
27610,2000,1000,125.994444,4110,6339.01
27611,2000,1000,125.994444,4140,6385.28
27612,2000,1000,126.061111,4110,6355.26
27613,2000,1000,125.994444,4110,6339.01
27614,2000,1000,125.966667,4140,6378.45
27615,2000,1000,126.016667,4260,6575.97
27616,2000,1000,123.911111,4440,6299.14
27617,2000,1000,122.305556,4620,6114.4
27618,2000,1000,118.844444,5190,5802.96
27619,2000,1000,117.666667,5370,5628.95
27620,1000,1000,116.733333,5490,5450.72
27621,2000,1000,115.527778,5610,5168.58
27622,2000,1000,114.933333,5640,4997.29
27623,3000,1000,116.205556,5610,5394.18
27624,2000,1000,112.827778,5790,4406.85
27625,2000,1000,112.877778,5880,4492.8
27626,2000,1000,112.427778,5880,4335.8
27627,2000,1000,115.933333,5610,5303.57
27628,2000,1000,118.666667,5220,5781.44
27629,2000,1000,120.944444,4800,5964.98
27630,2000,1000,122.688889,4470,6017.55
27631,2000,1000,124.883333,4290,6333.8
27632,2000,1000,125.95,4050,6235.78
27633,2000,1000,126.061111,4110,6355.26
27634,2000,1000,127.2,4050,6482.09
27635,2000,1000,127.461111,4140,6703.24
27636,2000,1000,127.194444,4110,6592.35
27637,2000,1000,127.261111,4110,6607.25
27638,2000,1000,126.416667,4230,6630.06
27639,2000,1000,124.477778,4500,6535.57
27640,3000,1000,121.905556,4950,6433.66
27641,2000,1000,119.966667,5160,6112.99
27642,2000,1000,118.822222,5340,5963.63
27643,2000,1000,118.216667,5370,5804.19
27644,2000,1000,116.755556,5610,5577.25
27645,2000,1000,116.505556,5640,5523.42
27646,3000,1000,116.438889,5640,5501.11
27647,1000,1000,114.794444,5790,5082.48
27648,3000,1000,117.411111,5460,5640.5
27649,3000,1000,115.283333,5730,5196.03
27650,1000,1000,114.883333,5640,4980.56
27651,2000,1000,115.911111,5790,5466.1
27652,2000,1000,118.711111,5370,5961.73
27653,2000,1000,120.766667,5250,6468.82
27654,2000,1000,123.683333,4770,6702.86
27655,2000,1000,124.844444,4530,6677.69
27656,2000,1000,125.033333,4560,6773.02
27657,2000,1000,126.066667,4350,6727.81
27658,3000,1000,127.083333,4350,7001.68
27659,3000,1000,126.916667,4230,6750.66
27660,3000,1000,127.105556,4320,6955.53
27661,2000,1000,127.638889,4170,6793.05
27662,2000,1000,127.594444,4200,6841.92
27663,2000,1000,127.15,4170,6692.71
27664,2000,1000,126.088889,4320,6687.1
27665,2000,1000,123.022222,4830,6597.71
27666,2000,1000,119.927778,5220,6172.03
27667,2000,1000,118.794444,5370,5988.29
27668,1000,1000,117.394444,5520,5697.03
27669,1000,1000,115.577778,5700,5268.4
27670,1000,1000,114.488889,5790,4977.51
27671,2000,1000,117.894444,5580,5924.49
27672,1000,1000,113.866667,5880,4837.8
27673,2000,1000,113.794444,5790,4738.94
27674,2000,1000,113.033333,5880,4547.07
27675,2000,1000,115.977778,5790,5489.01
27676,2000,1000,119.85,5520,6501.27
27677,1000,1000,123.466667,4710,6557.99
27678,2000,1000,126.022222,4230,6531.06
27679,2000,1000,127.155556,4200,6745.71
27680,2000,1000,127.611111,3990,6459.06
27681,2000,1000,127.733333,4200,6877.23
27682,2000,1000,128.844444,3960,6663.73
27683,2000,1000,128.727778,4020,6749.45
27684,2000,1000,129.905556,3900,6776.81
27685,2000,1000,128.938889,3990,6742.49
27686,2000,1000,128.866667,4230,7209.4
27687,2000,1000,127.8,4440,7363.15
27688,2000,1000,127.222222,4500,7326.92
27689,2000,1000,124.4,4860,7035.98
27690,2000,1000,122.127778,5070,6656.48
27691,2000,1000,121.483333,5160,6577.34
27692,2000,1000,121.011111,5220,6507.56
27693,2000,1000,119.261111,5370,6136.98
27694,2000,1000,118.194444,5550,5991.43
27695,1000,1000,117.855556,5550,5879.83
27696,2000,1000,117.572222,5550,5786.53
27697,2000,1000,116.555556,5730,5628.56
27698,2000,1000,116.988889,5730,5775.88
27699,2000,1000,117.644444,5700,5967.35
27700,3000,1000,119.988889,5220,6190.96
27701,3000,1000,122.783333,4890,6610.36
27702,3000,1000,126.05,4650,7187.2
27703,3000,1000,127.711111,4500,7450.78
27704,3000,1000,128.266667,4320,7239.62
27705,3000,1000,129.905556,4230,7477.11
27706,3000,1000,129.95,4200,7431.01
27707,3000,1000,130.883333,4020,7264.92
27708,3000,1000,130.994444,4080,7430.51
27709,3000,1000,131.016667,4170,7640.47
27710,3000,1000,129.816667,4170,7318.13
27711,4000,1000,127.333333,4620,7585.51
27712,3000,1000,126.227778,4680,7282.93
27713,3000,1000,126.361111,4710,7366.88
27714,3000,1000,122.733333,5190,7000.5
27715,2000,1000,120.583333,5610,6851.37
27716,2000,1000,121.127778,5520,6919.77
27717,2000,1000,118.288889,5790,6282.96
27718,2000,1000,119.794444,5730,6729.72
27719,1000,1000,118.55,5760,6339.65
27720,2000,1000,118.266667,5790,6275.33
27721,2000,1000,117.711111,5790,6084.48
27722,2000,1000,117.938889,5760,6130.79
27723,2000,1000,118.777778,5700,6350.64
27724,2000,1000,122.066667,5220,6834.49
27725,2000,1000,124.744444,4890,7179.35
27726,2000,1000,127.666667,4590,7630.82
27727,2000,1000,128.772222,4380,7505.48
27728,3000,1000,129.65,4320,7611.99
27729,3000,1000,130.877778,4260,7818.71
27730,3000,1000,130.95,4170,7621.22
27731,3000,1000,130.855556,4230,7737.85
27732,3000,1000,130.994444,4140,7572.54
27733,3000,1000,131.016667,4080,7427.15
27734,3000,1000,130.05,4260,7584.91
27735,3000,1000,129.927778,4200,7423.39
27736,3000,1000,128.727778,4380,7490.32
27737,3000,1000,124.572222,4860,7085.65
27738,3000,1000,122.894444,5100,6927.86
27739,3000,1000,121.761111,5190,6701.12
27740,3000,1000,122.038889,5220,6825.88
27741,3000,1000,121.694444,5190,6680.59
27742,3000,1000,120.072222,5430,6466.87
27743,2000,1000,113.138889,5700,4443.57
27744,3000,1000,119.788889,5490,6446.03
27745,2000,1000,118.172222,5250,5660.65
27746,3000,1000,116.883333,5280,5289.21
27747,3000,1000,117.061111,5010,5071.59
27748,3000,1000,115.994444,5160,4896.86
27749,3000,1000,117.577778,5130,5350.32
27750,3000,1000,116.922222,5190,5211.03
27751,4000,1000,116.944444,5220,5248.03
27752,3000,1000,115.2,5580,5032.42
27753,3000,1000,115.955556,5430,5140.56
27754,3000,1000,116.066667,5430,5176.36
27755,3000,1000,117.044444,5310,5370.02
27756,3000,1000,115.144444,5760,5175.77
27757,3000,1000,118.094444,5190,5572
27758,3000,1000,116.161111,5730,5494.45
27759,2000,1000,117.244444,5580,5709.29
27760,3000,1000,117.244444,5220,5340.95
27761,3000,1000,116.144444,5580,5345.1
27762,2000,1000,113.961111,5670,4696.8
27763,2000,1000,113.894444,5550,4575.44
27764,1000,1000,112.872222,5700,4353.39
27765,2000,1000,112.2,5700,4126.04
27766,2000,1000,111.672222,5790,4009.88
27767,3000,1000,114.911111,5430,4804.06
27768,2000,1000,110.027778,5880,3498.49
27769,2000,1000,109.5,5880,3181.59
27770,2000,1000,109.8,5970,3354.27
27771,2000,1000,111.05,5970,3914.13
27772,2000,1000,113.805556,5700,4669.04
27773,2000,1000,117.033333,4950,5002.69
27774,2000,1000,118.816667,4680,5225.01
27775,2000,1000,120,4590,5446.8
27776,2000,1000,121.005556,4260,5309.36
27777,2000,1000,122.733333,4230,5705.61
27778,3000,1000,121.205556,4260,5359.92
27779,2000,1000,123.427778,4200,5838.2
27780,3000,1000,122.244444,4140,5464.13
27781,3000,1000,122.711111,4140,5578.76
27782,3000,1000,122.633333,4140,5559.65
27783,2000,1000,122.177778,4140,5447.75
27784,2000,1000,121.088889,4260,5330.43
27785,2000,1000,118.4,4680,5109.31
27786,2000,1000,115.116667,5160,4628.12
27787,2000,1000,113.916667,5280,4359.81
27788,2000,1000,114.45,5280,4526.9
27789,3000,1000,114.5,5160,4439.32
27790,3000,1000,115.011111,5400,4809.56
27791,2000,1000,116.6,5280,5200.45
27792,3000,1000,115.405556,5340,4881.1
27793,2000,1000,113.372222,5400,4284.46
27794,2000,1000,113.172222,5520,4314.17
27795,2000,1000,114.827778,5340,4698.03
27796,2000,1000,117.072222,5040,5105.28
27797,2000,1000,120.838889,4740,5860.73
27798,2000,1000,122.733333,4440,5988.87
27799,2000,1000,124.883333,4110,6068.05
27800,2000,1000,125.905556,3960,6086.77
27801,2000,1000,127.127778,4050,6466.74
27802,2000,1000,127.733333,4020,6536.77
27803,2000,1000,127.738889,3930,6378.12
27804,2000,1000,128.844444,3990,6723.42
27805,2000,1000,128.838889,3990,6721.44
27806,2000,1000,128.872222,4020,6786.56
27807,2000,1000,127.8,4140,6774.89
27808,2000,1000,127.244444,4230,6818.29
27809,2000,1000,124.338889,4530,6541.81
27810,2000,1000,121.138889,4890,6133.24
27811,2000,1000,120.494444,4920,5982.74
27812,1000,1000,119.733333,4950,5795.68
27813,1000,1000,118.25,5130,5554.94
27814,2000,1000,116.188889,5520,5302.18
27815,2000,1000,119.777778,5070,5949.55
27816,1000,1000,115.633333,5520,5120.23
27817,1000,1000,115.566667,5430,5015.27
27818,1000,1000,115.622222,5430,5033.17
27819,2000,1000,117.138889,5430,5521.81
27820,1000,1000,119.966667,5070,6006.37
27821,1000,1000,122.327778,4890,6478.18
27822,1000,1000,125.077778,4740,7052.87
27823,1000,1000,127.827778,4380,7247.76
27824,2000,1000,129.783333,4140,7242.97
27825,1000,1000,131.066667,3990,7241.61
27826,2000,1000,132.105556,3930,7363.95
27827,2000,1000,132.122222,3930,7374.97
27828,2000,1000,132.711111,3900,7451.08
27829,2000,1000,132.733333,3900,7455.58
27830,2000,1000,132.644444,3900,7427.94
27831,1000,1000,132.177778,3930,7385.33
27832,1000,1000,130.05,4290,7648.93
27833,1000,1000,127.555556,4350,7120.69
27834,2000,1000,123.866667,4770,6754.74
27835,2000,1000,122.666667,4890,6576.51
27836,2000,1000,120.622222,5130,6276.99
27837,1000,1000,120.005556,5190,6160.51
27838,2000,1000,120.472222,5070,6158.45
27839,3000,1000,121.322222,5340,6755.73
27840,1000,1000,118.316667,5280,5738.25
27841,2000,1000,117.688889,5370,5636.03
27842,2000,1000,117.033333,5580,5639.4
27843,2000,1000,119.85,5340,6289.27
27844,2000,1000,122.161111,5070,6666.51
27845,2000,1000,124.75,4890,7180.96
27846,2000,1000,126.994444,4710,7661.09
27847,1000,1000,127.644444,4770,7991.38
27848,2000,1000,128.75,4620,8030.19
27849,2000,1000,129.861111,4530,8177.63
27850,2000,1000,130.005556,4500,8160.56
27851,2000,1000,131.022222,4320,8026.38
27852,2000,1000,131.066667,4410,8282.27
27853,2000,1000,131.066667,4230,7804.08
27854,2000,1000,131.155556,4290,7979.12
27855,2000,1000,131.044444,4230,7799.2
27856,2000,1000,129.933333,4440,7971.26
27857,2000,1000,128.944444,4500,7811.23
27858,2000,1000,122.777778,5340,7216.91
27859,2000,1000,122.566667,5280,7069.69
27860,2000,1000,121.327778,5400,6833.42
27861,2000,1000,120.583333,5490,6704.81
27862,3000,1000,119.505556,5700,6596.78
27863,3000,1000,118.022222,5250,5613.92
27864,3000,1000,120.855556,5310,6570.75
27865,3000,1000,119.794444,5460,6412.61
27866,3000,1000,118.722222,5640,6265.2
27867,3000,1000,118.772222,5700,6348.77
27868,2000,1000,119.772222,5520,6475.8
27869,2000,1000,120.844444,5100,6307.53
27870,2000,1000,122.105556,4800,6295.66
27871,2000,1000,123.677778,4770,6701.28
27872,2000,1000,124.661111,4530,6628.41
27873,2000,1000,125.927778,4320,6645.81
27874,2000,1000,126.022222,4350,6716.34
27875,3000,1000,126.094444,4470,6920.77
27876,3000,1000,125.9,4440,6823.1
27877,3000,1000,124.811111,4620,6801.22
27878,2000,1000,120.655556,5340,6544.51
27879,3000,1000,120.855556,4920,6088.15
27880,3000,1000,117.777778,5340,5632.71
27881,3000,1000,117.388889,5400,5571.4
27882,3000,1000,117.222222,5430,5548.66
27883,3000,1000,116.688889,5430,5376.83
27884,3000,1000,117.172222,5340,5440.85
27885,3000,1000,117.2,5310,5419.03
27886,3000,1000,117.711111,5190,5453.96
27887,1000,1000,110.677778,5640,3573.21
27888,4000,1000,116.55,5340,5243.7
27889,3000,1000,115.022222,5580,4973.56
27890,3000,1000,115.433333,5310,4862.43
27891,3000,1000,115.972222,5160,4890.06
27892,2000,1000,117.083333,5010,5078.19
27893,2000,1000,117.694444,4830,5070.87
27894,2000,1000,119.883333,4470,5273.46
27895,2000,1000,120.972222,4470,5562.25
27896,2000,1000,121.011111,4260,5310.77
27897,2000,1000,122.155556,4200,5521.16
27898,2000,1000,122.155556,4170,5481.73
27899,2000,1000,122.122222,4170,5473.48
27900,2000,1000,122.683333,4110,5531.56
27901,2000,1000,122.688889,4110,5532.91
27902,2000,1000,122.127778,4110,5396.08
27903,2000,1000,122.044444,4080,5336.52
27904,2000,1000,120.955556,4170,5184.82
27905,2000,1000,118.811111,4320,4821.66
27906,2000,1000,116.111111,4680,4473.73
27907,2000,1000,115.488889,4680,4300.95
27908,2000,1000,115.244444,4770,4314.48
27909,2000,1000,112.8,5220,3964.42
27910,1000,1000,111.227778,5460,3637.35
27911,1000,1000,112.933333,5640,4328.01
27912,1000,1000,109.561111,5640,2919.73
27913,2000,1000,110.022222,5580,3318.16
27914,2000,1000,109.083333,5760,2948.63
27915,2000,1000,109.938889,5580,3258.38
27916,2000,1000,113.777778,5190,4242.73
27917,2000,1000,115.272222,4980,4512.64
27918,2000,1000,117.916667,4650,4943.21
27919,2000,1000,119.977778,4470,5298.51
27920,2000,1000,120.955556,4260,5296.73
27921,3000,1000,122.15,4140,5440.93
27922,3000,1000,121.111111,4230,5298.47
27923,3000,1000,122.222222,4050,5340
27924,3000,1000,122.127778,4140,5435.47
27925,3000,1000,122.172222,4170,5485.85
27926,3000,1000,121.994444,4170,5441.87
27927,2000,1000,122.127778,4320,5671.79
27928,2000,1000,120,4590,5446.8
27929,3000,1000,119.983333,4560,5406.69
27930,3000,1000,117.777778,4950,5221.33
27931,2000,1000,117.15,5100,5189.59
27932,1000,1000,114.922222,5430,4807.64
27933,1000,1000,114.95,5490,4869.81
27934,1000,1000,114.35,5490,4674.37
27935,3000,1000,115.6,5490,5081.54
27936,1000,1000,112.777778,5700,4321.44
27937,2000,1000,112.194444,5790,4189.28
27938,2000,1000,111.25,5790,3864.83
27939,2000,1000,112.244444,5790,4206.46
27940,2000,1000,114.983333,5340,4747.32
27941,1000,1000,117.65,4830,5058.14
27942,1000,1000,121.022222,4590,5725.19
27943,2000,1000,122.133333,4470,5870.2
27944,2000,1000,122.188889,4350,5726.95
27945,2000,1000,122.755556,4230,5711.19
27946,2000,1000,123.355556,4290,5944.92
27947,3000,1000,122.961111,4260,5803.65
27948,3000,1000,124.95,4170,6173.13
27949,3000,1000,123.911111,4140,5873.53
27950,3000,1000,123.016667,4200,5735.75
27951,3000,1000,123.888889,4230,5995.63
27952,3000,1000,122.8,4320,5844.1
27953,3000,1000,122.272222,4440,5867.39
27954,3000,1000,118.883333,5010,5613.26
27955,2000,1000,116.783333,5310,5287.76
27956,3000,1000,116.072222,5370,5120.93
27957,3000,1000,116.5,5340,5227.86
27958,3000,1000,116.944444,5340,5368.68
27959,3000,1000,115.183333,5730,5162.03
27960,3000,1000,115.327778,5340,4856.45
27961,3000,1000,114.772222,5490,4811.9
27962,2000,1000,112.977778,5520,4250.48
27963,2000,1000,114.755556,5370,4701.42
27964,2000,1000,117.577778,4740,4943.57
27965,2000,1000,118.738889,4680,5203.41
27966,2000,1000,121.094444,4470,5594.67
27967,2000,1000,122.711111,4260,5740.46
27968,2000,1000,122.738889,4200,5666.53
27969,3000,1000,122.244444,4140,5464.13
27970,3000,1000,122.266667,4350,5747.03
27971,3000,1000,122.322222,4260,5642.16
27972,3000,1000,123.888889,4140,5868.07
27973,3000,1000,122.827778,4140,5607.42
27974,3000,1000,122.922222,4200,5712.22
27975,4000,1000,117.905556,5310,5641.32
27976,4000,1000,119.077778,5100,5772.94
27977,5000,1000,117.155556,5760,5863.08
27978,3000,1000,117.15,5610,5708.55
27979,3000,1000,116.666667,5790,5725.67
27980,3000,1000,116.622222,5790,5710.4
27981,3000,1000,116.088889,5880,5613.09
27982,3000,1000,116.111111,5790,5534.81
27983,3000,1000,117.972222,5790,6174.18
27984,3000,1000,115.488889,5790,5321.05
27985,3000,1000,115.027778,5790,5162.64
27986,3000,1000,115.25,5760,5211.84
27987,3000,1000,117.177778,5430,5534.34
27988,4000,1000,117.222222,5610,5732.59
27989,3000,1000,116.35,5940,5762.39
27990,4000,1000,117.755556,5880,6194.56
27991,4000,1000,117.8,5910,6241.75
27992,3000,1000,119.8,5550,6520.14
27993,2000,1000,122.2,5280,6954.82
27994,3000,1000,123.866667,5070,7179.57
27995,3000,1000,123.616667,5010,7020.29
27996,2000,1000,124.883333,4920,7263.94
27997,2000,1000,124.927778,4920,7276.92
27998,2000,1000,123.888889,4980,7058.69
27999,2000,1000,123.044444,5070,6932.23
28000,2000,1000,123.844444,4980,7045.56
28001,2000,1000,122.227778,5190,6844.82
28002,2000,1000,120.005556,5520,6552.22
28003,2000,1000,119.444444,5550,6403.06
28004,3000,1000,119.416667,5640,6497.59
28005,3000,1000,119.283333,5670,6487.3
28006,1000,1000,118.888889,5700,6388.22
28007,3000,1000,116.783333,5730,5706
28008,3000,1000,117.177778,5910,6023.56
28009,3000,1000,117.194444,5910,6029.4
28010,3000,1000,117.272222,5910,6056.68
28011,2000,1000,117.177778,5790,5901.25
28012,3000,1000,117.8,6000,6336.8
28013,2000,1000,119.938889,5550,6565.88
28014,3000,1000,122.161111,5070,6666.51
28015,3000,1000,124.727778,4890,7174.52
28016,2000,1000,124.416667,4740,6866.94
28017,2000,1000,123.7,4890,6876.32
28018,2000,1000,119.316667,5640,6464.13
28019,2000,1000,121.522222,5400,6895.72
28020,2000,1000,122.355556,5400,7162.72
28021,2000,1000,124.527778,5130,7465.77
28022,2000,1000,121.427778,5670,7208.73
28023,3000,1000,117.822222,5910,6249.54
28024,2000,1000,117.805556,5970,6307.08
28025,2000,1000,117.711111,5910,6210.58
28026,3000,1000,117.244444,6000,6139.02
28027,2000,1000,117.755556,5790,6099.74
28028,2000,1000,117.694444,5790,6078.75
28029,3000,1000,117.711111,5790,6084.48
28030,4000,1000,117.688889,5610,5887.92
28031,2000,1000,112.922222,5190,3979.27
28032,3000,1000,116.55,5610,5508.83
28033,3000,1000,116.016667,5520,5245.78
28034,3000,1000,115.488889,5520,5072.92
28035,3000,1000,114.977778,5490,4878.86
28036,3000,1000,114.933333,5490,4864.38
28037,3000,1000,116.85,5280,5278.77
28038,3000,1000,117.622222,5190,5426.59
28039,3000,1000,117.594444,5220,5449.35
28040,3000,1000,117.044444,5250,5309.34
28041,4000,1000,117.105556,5250,5328.38
28042,4000,1000,117.266667,5250,5378.57
28043,3000,1000,117.6,5250,5482.4
28044,3000,1000,118.905556,4950,5552.56
28045,3000,1000,118.933333,5010,5628.12
28046,3000,1000,119.044444,4920,5559.45
28047,2000,1000,119.972222,4710,5581.44
28048,2000,1000,118.861111,4800,5371.64
28049,2000,1000,117.4,4710,4862.6
28050,2000,1000,116.083333,4680,4466.02
28051,3000,1000,115.416667,4770,4363.22
28052,2000,1000,113.988889,4890,4058.74
28053,2000,1000,113.238889,4950,3888.26
28054,2000,1000,112.683333,5010,3770.25
28055,2000,1000,110.061111,5820,3474.3
28056,2000,1000,111.066667,5310,3486.66
28057,2000,1000,108.516667,5670,2728.74
28058,2000,1000,107.95,5820,2745.29
28059,3000,1000,111.183333,5580,3702.58
28060,2000,1000,112.827778,5670,4315.52
28061,3000,1000,115.694444,5340,4972.63
28062,3000,1000,116.072222,5160,4920.67
28063,3000,1000,117.138889,5010,5094.71
28064,3000,1000,118.522222,4860,5341.07
28065,3000,1000,119.75,4740,5554.49
28066,2000,1000,120.927778,4620,5736.72
28067,3000,1000,117.583333,5070,5289.42
28068,2000,1000,115.316667,5550,5043.78
28069,2000,1000,117.872222,5070,5376.32
28070,2000,1000,116.155556,5250,5032.46
28071,2000,1000,116.227778,5310,5112.72
28072,2000,1000,116.25,5370,5177.58
28073,2000,1000,114.205556,5460,4602.03
28074,2000,1000,112.338889,5760,4216.94
28075,2000,1000,111.711111,5850,4064.93
28076,1000,1000,110.516667,5850,3650.34
28077,1000,1000,109.611111,5970,3404.45
28078,2000,1000,109.033333,5970,3199.79
28079,3000,1000,113.788889,5670,4638.86
28080,2000,1000,109.45,5880,3172.87
28081,2000,1000,108.366667,5880,2764.87
28082,5000,1000,108.677778,5970,3073.84
28083,2000,1000,109.922222,5970,3514.65
28084,2000,1000,112.7,5850,4408.17
28085,2000,1000,116.805556,5250,5234.93
28086,2000,1000,119.861111,4620,5444.33
28087,2000,1000,119.95,4470,5291.14
28088,2000,1000,120.844444,4410,5454.16
28089,3000,1000,120.111111,4440,5298.07
28090,3000,1000,122.727778,4320,5825.58
28091,3000,1000,122.194444,4170,5491.35
28092,3000,1000,121.083333,4380,5479.14
28093,3000,1000,122.105556,4290,5626.75
28094,3000,1000,122.122222,4170,5473.48
28095,4000,1000,122.055556,4320,5653.28
28096,4000,1000,120.8,4440,5479.55
28097,4000,1000,119.016667,4950,5585.2
28098,4000,1000,117.588889,5010,5228.47
28099,4000,1000,116.566667,5250,5160.52
28100,4000,1000,115.888889,5460,5147.36
28101,4000,1000,114.488889,5670,4874.35
28102,4000,1000,114.466667,5670,4866.88
28103,3000,1000,115.127778,5760,5170.07
28104,4000,1000,114.955556,5490,4871.62
28105,4000,1000,115.511111,5430,4997.37
28106,4000,1000,115.55,5400,4982.22
28107,3000,1000,116.038889,5340,5081.76
28108,3000,1000,116.155556,5340,5118.73
28109,3000,1000,117.211111,5250,5361.26
28110,3000,1000,118.816667,5190,5794.4
28111,3000,1000,119.977778,5040,5974.15
28112,3000,1000,120.011111,4890,5806.02
28113,3000,1000,121.161111,4890,6139.68
28114,3000,1000,122.661111,4860,6534.56
28115,3000,1000,122.177778,4890,6434.66
28116,3000,1000,122.288889,4830,6387.55
28117,3000,1000,122.75,4710,6357.71
28118,3000,1000,122.883333,4680,6354.24
28119,1000,1000,122.777778,4710,6365.48
28120,1000,1000,122.727778,4710,6351.5
28121,2000,1000,120.505556,5100,6204.98
28122,3000,1000,117.45,5550,5746.29
28123,2000,1000,115.672222,5760,5356.14
28124,2000,1000,116.55,5700,5597.21
28125,2000,1000,115.611111,5760,5335.25
28126,2000,1000,114.572222,5760,4980.2
28127,1000,1000,112.938889,5790,4445.03
28128,3000,1000,115.544444,5790,5340.14
28129,4000,1000,116.072222,5790,5521.45
28130,4000,1000,116.233333,5880,5663.49
28131,3000,1000,117.177778,5790,5901.25
28132,4000,1000,117.733333,5880,6186.81
28133,4000,1000,117.877778,5880,6237.2
28134,4000,1000,118.983333,5760,6487.74
28135,3000,1000,121.138889,5400,6772.9
28136,3000,1000,122.483333,5340,7123.62
28137,3000,1000,123.844444,4950,7003.11
28138,2000,1000,123.983333,4830,6873.14
28139,2000,1000,123.922222,4830,6855.63
28140,2000,1000,125.994444,4500,6940.52
28141,2000,1000,125.994444,4320,6662.9
28142,2000,1000,124.972222,4350,6445.33
28143,2000,1000,124.95,4170,6173.13
28144,2000,1000,123.838889,4230,5983.08
28145,2000,1000,121.333333,4650,5885.87
28146,2000,1000,117.333333,5220,5368.48
28147,2000,1000,116.088889,5400,5154.88
28148,2000,1000,114.927778,5490,4862.57
28149,2000,1000,113.4,5670,4508.03
28150,1000,1000,112.961111,5670,4360.38
